Daisy Jones and The Six (capa da série) – Edição limitada,"R$ 54,90",https://www.amazon.com.br/dp/8584393153?_encoding=UTF8&psc=1&ref_=cm_sw_r_cp_ud_dp_THEXKHZW179QWGE10M60
Submechanophobia: An Afk Book (Five Nights at Freddy's: Tales from the Pizzaplex #4),"R$ 59,13",https://www.amazon.com.br/Submechanophobia-Nights-Freddys-Tales-Pizzaplex/dp/1338851411/ref=asc_df_1338851411/?tag=googleshopp00-20&linkCode=df0&hvadid=379699540309&hvpos=&hvnetw=g&hvrand=13786960011306629902&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=1001760&hvtargid=pla-1649952552155&psc=1
Os Distorcidos: (Série Five Nights at Freddy’s vol. 2),"R$ 38,99",https://www.amazon.com.br/Five-Nights-Freddys-Distorcidos-Freddys/dp/855100302X/ref=asc_df_855100302X/?tag=googleshopp00-20&linkCode=df0&hvadid=379816121681&hvpos=&hvnetw=g&hvrand=13786960011306629902&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=1001760&hvtargid=pla-809620416373&psc=1
